"cust_id","balance","balance_frequency","purchases","oneoff_purchases","installments_purchases","cash_advance","purchases_frequency","oneoff_purchases_frequency","purchases_installments_frequency","cash_advance_frequency","cash_advance_trx","purchases_trx","credit_limit","payments","minimum_payments","prc_full_payment","tenure"
"C10089",0.0273105447039207,1,0.460120210922232,0.8645285554932,0,0,1,1,0,0,0,0.536585365853659,1,0.30527418602041,0.0901776061836862,1,1
"C10090",1,1,0.591386113057266,1,0.135532981913558,1,1,0.833333,1,0.5,1,0.560975609756098,0.808118081180812,1,0.987493440337775,0,1
"C10092",1,1,0.832630259227848,0.913706498167432,0.802424625584157,1,1,0.75,1,0.5,1,1,0.992619926199262,0.723327960323668,1,0,1
"C10093",0.817249505783563,1,0.0165935322098897,0.0311779011036977,0,0.0374378699888261,0.083333,0.083333,0,0.0555553333333333,0.1,0.024390243902439,0.328413284132841,0.257065210327027,0.509957291890508,0,1
"C10094",1,1,0,0,0,0.975921798310398,0,0,0,0.277778,1,0,0.476014760147601,0.359609485393655,1,0,1
"C10095",1,1,1,0.795265116085718,1,0.133153000436652,1,0.25,0.916667,0.0555553333333333,0.1,1,0.660516605166052,1,1,0,1
"C10096",0.400194635754551,1,0.380559755153214,0.157205905787311,0.687865765619527,1,0.909091,0.090909,0.818182,0.363636666666667,1,0.414634146341463,0.291512915129151,0.73167041140219,0.479308057771731,0.090909,0.833333333333333
"C10097",0.267499110736094,1,0.0168332165640326,0.0316282485640844,0,0.178019205076776,0.083333,0.083333,0,0.0555553333333333,0.1,0.024390243902439,0.129151291512915,0.105531759526138,0.164494960787416,0,1
"C10098",0.264714106335715,1,0.14956303698514,0.281016815281329,0,0,0.166667,0.166667,0,0,0,0.0487804878048781,0.173431734317343,0,0.45488572801068,0,1
"C10099",0.471544949502519,1,0.0786680924812862,0.147810964921397,0,0,0.25,0.25,0,0,0,0.0731707317073171,0.173431734317343,0,0.45488572801068,0,1
"C10100",0.230719959280097,1,0,0,0,0.043319017498538,0,0,0,0.0555553333333333,0.1,0,0.0848708487084871,0.0363447079947046,1,0,1
"C10101",0.327918694768852,1,0.272664921272908,0.512315270935961,0,0,0.666667,0.666667,0,0,0,0.268292682926829,0.439114391143911,0.0998554216813016,0.204798973600072,0,1
"C10102",0.709633698572536,1,0,0,0,0.615590112777597,0,0,0,0.333333333333333,0.6,0,0.291512915129151,0,0.45488572801068,0,1
"C10103",0.000953022759828592,0.363636,0.029130867657362,0,0.0674931011798478,0,0.25,0,0.166667,0,0,0.0731707317073171,0.512915129151292,0.0521434667096678,0.0640850704769848,1,1
"C10104",0,0,0,0,0,0.0322699328949309,0,0,0,0.095238,0.1,0,0.217712177121771,0.0330406261780132,0.45488572801068,0,0.166666666666667
"C10105",0.000986998494555769,0.666667,0.00737490320439544,0.0138568449349768,0,0,0.111111,0.111111,0,0,0,0.024390243902439,0.107011070110701,0.00634088085157685,0.0320495841622358,0,0.5
"C10106",0.00473560152423999,0.272727,0.496434234300675,0,1,0,1,0,1,0,0,0.292682926829268,0.143911439114391,0.170479716723853,0.028827533382246,0,1
"C10107",0.716542567794284,1,1,1,1,0,0.916667,0.916667,0.833333,0,0,1,0.416974169741697,1,1,0.083333,1
"C10108",0.000126361458533475,0.090909,0.143795862679302,0,0.333159616912575,0,1,0,1,0,0,0.75609756097561,0.328413284132841,0,0.45488572801068,0,1
"C10109",0.174504554815815,1,0,0,0,0.330536058584433,0,0,0,0.0555553333333333,0.1,0,0.291512915129151,0.535483915705434,0.113056986870057,0.083333,1
"C10110",0.494228074802869,1,0.297946089457576,0.559816535373061,0,0.344739819995356,0.25,0.25,0,0.222222,0.6,0.0975609756097561,0.291512915129151,0.127531786775157,0.540501786886643,0,1
"C10111",0.0827220529289827,1,0.347225192669346,0,0.804483592341669,0,1,0,1,0,0,0.292682926829268,0.180811808118081,0.26279723644359,0.0929425527062233,0.083333,1
"C10112",1,1,0,0,0,1,0,0,0,0.388888666666667,1,0,0.586715867158672,0.297208877861872,0.757477322307585,0,1
"C10113",0.252347330181547,1,0.156237324385117,0.123076496712464,0.210219651598903,0.148116165289854,0.666667,0.166667,0.5,0.0555553333333333,0.2,0.24390243902439,0.143911439114391,0.13813873640096,0.262286624083567,0,1
"C10114",1,1,1,1,1,1,1,0.916667,1,0.388888666666667,1,1,0.660516605166052,1,1,0.083333,1
"C10115",0.031622095278168,0.818182,0.49959806777536,0.405749204963522,0.657186306589548,0,0.916667,0.333333,0.833333,0,0,0.829268292682927,0.402214022140221,0.20562841478203,0.0570002110645558,0,1
"C10116",0.686897365592289,1,0,0,0,0.362155867416546,0,0,0,0.0555553333333333,0.2,0,0.306273062730627,0,0.45488572801068,0,1
"C10117",1,1,1,0.593848946533364,1,0.901611789390139,1,0.25,1,0.222222,0.8,1,0.623616236162362,0.36133729117861,0.965266452201701,0,1
"C10118",1,1,0,0,0,1,0,0,0,0.166666666666667,1,0,0.512915129151292,0.305881834241635,1,0,1
"C10119",0.0354934428457445,0.818182,0.556399572255614,0.867687916138374,0.219173166793394,0,0.666667,0.416667,0.333333,0,0,0.341463414634146,0.365313653136531,0.45106087184612,0.0719053700561071,1,1
"C10120",0.13768815219455,1,0.385548877170987,0.462783978715886,0.322617023639672,0,1,0.583333,1,0,0,0.609756097560976,0.217712177121771,0.132245474798038,0.109316095723738,0,1
"C10121",0.0452952340197431,0.636364,0.851720196172425,0,1,0,0.583333,0,0.5,0,0,0.292682926829268,0.476014760147601,0.288895867634881,0.0522912378996827,0.333333,1
"C10122",0.361454608666779,1,0,0,0,0.206948774643856,0,0,0,0.166666666666667,1,0,0.129151291512915,0.164624912747927,1,0,1
"C10123",0.0111198308200633,0.272727,0.182528854308787,0,0.422899811190185,0,0.166667,0,0.166667,0,0,0.0487804878048781,0.512915129151292,0.47155671345918,0.0773843664296603,1,1
"C10124",0.538981468078769,1,0,0,0,0.182819654853299,0,0,0,0.222222,0.4,0,0.217712177121771,0.223209564455355,0.37325551374152,0,1
"C10125",1,1,1,1,1,0.605754757441668,1,0.916667,1,0.333333333333333,1,1,1,0.452145078411003,1,0,1
"C10126",0.296415154853925,1,0.433050628710498,0.813667006159368,0,0,0.25,0.25,0,0,0,0.195121951219512,0.660516605166052,0,0.45488572801068,0,1
"C10127",0.427957475898838,1,1,0,1,0,1,0,1,0,0,1,0.623616236162362,0.853411674335521,0.331569923980381,0,1
"C10128",0.582253059695536,1,0,0,0,0.358743871585833,0,0,0,0.111111333333333,0.2,0,0.232472324723247,0.255050049823442,0.743486416567631,0,1
"C10130",1,1,0,0,0,1,0,0,0,0.222222,0.9,0,1,0.734109603570484,1,0,1
"C10131",0.48438513316081,1,1,1,0,0,0.916667,0.916667,0,0,0,1,0.202952029520295,1,1,0,1
"C10132",0.0116299344415239,0.75,0,0,0,0.0979469951063122,0,0,0,0.0833333333333333,0.1,0,0.0848708487084871,0.0923686545988512,0.0445672869450088,0.166667,0.333333333333333
"C10133",0.859465016895588,1,0.72174490209816,0.746398952422523,0.751821886560329,0,0.833333,0.166667,0.583333,0,0,0.463414634146341,0.365313653136531,0.240430127374538,0.571792685170622,0,1
"C10134",1,1,0.0555477709355065,0.104369756050245,0,1,0.083333,0.083333,0,0.333333333333333,1,0.024390243902439,1,0.623858449498512,1,0,1
"C10135",0.0140493814822997,0.090909,0,0,0,1,0,0,0,0.0555553333333333,0.3,0,0.955719557195572,0,0.45488572801068,0,1
"C10136",0.0236136556638814,0.272727,0.334451860319333,0.628407917801196,0,0.0982503864792903,0.25,0.25,0,0.0555553333333333,0.1,0.195121951219512,0.365313653136531,0,0.45488572801068,0,1
"C10137",0.938814007325084,1,0.468719348058557,0.243561763422086,0.785636784594486,0,0.833333,0.25,0.833333,0,0,0.804878048780488,0.365313653136531,0.456280543982768,1,0,1
"C10138",0.00491587246834821,0.636364,0.0924075371510749,0,0.214098369059112,0,0.583333,0,0.5,0,0,0.170731707317073,0.217712177121771,0.0765472919438226,0.0913748742762108,0,1
"C10139",1,1,0.293642833437811,0.551731066353502,0,1,0.083333,0.083333,0,0.444444666666667,1,0.024390243902439,0.955719557195572,1,1,0.083333,1
"C10140",0.046782118557615,1,0.1622478704967,0,0.375910943280165,0,0.916667,0,0.916667,0,0,0.536585365853659,0.291512915129151,0.132648660346242,0.0974059230100433,0,1
"C10141",0.316315244736832,1,0.490659685091633,0.810369077064843,0.137540688087895,0,0.5,0.166667,0.25,0,0,0.195121951219512,0.143911439114391,0.244363004918019,0.373467637767412,0,1
"C10142",0.505022475273211,1,1,0.963397144104259,1,0,1,0.5,1,0,0,1,1,0.243053148914975,0.32415936460693,0,1
"C10143",0.142938584154326,1,0.331081529554925,0.49504964214698,0.156635255320421,0.210562825951866,0.916667,0.333333,0.916667,0.166666666666667,0.3,0.439024390243902,0.0848708487084871,0.232770514265007,0.0971076813780447,0,1
"C10144",1,1,1,1,1,0,1,0.75,1,0,0,1,1,1,1,0,1
"C10145",0.452439633599559,1,0.265717762454368,0.499262123007213,0,0.259781666425574,1,1,0,0.0555553333333333,0.1,0.292682926829268,0.180811808118081,0.254060317357758,0.362682866545003,0,1
"C10146",0.191722463433282,1,0.0726649212729083,0.102997928401682,0.0413502037608181,0,0.333333,0.25,0.166667,0,0,0.121951219512195,0.0701107011070111,0.117826704769642,0.268085953594025,0,1
"C10147",0.154660837519577,0.818182,0,0,0,0.469455515367932,0,0,0,0.111111333333333,0.3,0,0.549815498154982,0.375074231060048,0.091021044935782,0,1
"C10148",1,1,0,0,0,1,0,0,0,0.333333333333333,0.9,0,0.512915129151292,0,0.45488572801068,0,1
"C10149",1,1,0.768641911574911,0.901027485051929,0.669804953481021,0,0.666667,0.416667,0.583333,0,0,0.317073170731707,1,0.770737629250381,1,0,1
"C10150",0.437981551218147,1,1,1,1,0,1,1,1,0,0,1,0.476014760147601,1,0.287588497177079,0,1
"C10151",0.618892722667777,1,0.377963789225266,0.710163302917559,0,0,0.083333,0.083333,0,0,0,0.0487804878048781,0.549815498154982,0.167297043947906,0.431400397811719,0,1
"C10152",0.00391783657649653,0.909091,0.254323537003577,0,0.589240403591658,0,0.833333,0,0.833333,0,0,0.24390243902439,0.734317343173432,0.178748614748017,0.45488572801068,0,1
"C10153",0.0536043498987183,1,0.0105645488402965,0.0198499303693542,0,0.138010454235939,0.083333,0.083333,0,0.0555553333333333,0.1,0.024390243902439,0.660516605166052,0.295794586360472,0.102265600932975,0.083333,1
"C10154",0.224331371380331,0.909091,0.348449426601276,0.114291257023688,0.666387581269383,0,0.5,0.25,0.416667,0,0,0.219512195121951,0.107011070110701,0.468050495099325,0.522436840064317,0,1
"C10155",0.183512716315462,1,0.383199970500387,0.055427379739907,0.819485856350759,0.0370298769021086,0.833333,0.083333,0.833333,0.0555553333333333,0.1,0.268292682926829,0.992619926199262,0.444120456099767,0.246408420984829,0.083333,1
"C10156",1,1,1,0,1,0.19950091727484,0.583333,0,0.5,0.111111333333333,0.7,0.341463414634146,0.512915129151292,0.882289688620925,1,0,1
"C10157",0.30847698723048,1,1,1,0.643397209715589,0,1,1,1,0,0,0.75609756097561,0.476014760147601,0.539642023040513,0.17330327021304,0,1
"C10158",0.00996055087327239,1,0.320896788229655,0,0.743483498363933,0,1,0,1,0,0,0.585365853658537,0.586715867158672,0.200089767211222,0.101574397986439,1,1
"C10159",1,1,1,1,1,0.87794072742932,1,0.75,1,0.5,1,1,1,1,1,0,1
"C10160",0.0215492955763859,0.636364,0.908263579040525,0.54701973907561,1,0,1,0.5,1,0,0,1,0.291512915129151,0.616117460624787,0.0501698639570033,0.636364,1
"C10161",0.0242425389349088,0.363636,0.685622626203031,0,1,0,0.333333,0,0.25,0,0,0.0975609756097561,1,0.743125266122171,0.152043945675871,0.25,1
"C10162",1,1,1,1,0.193286572290237,1,1,1,0.5,0.5,1,1,0.579335793357934,0,0.45488572801068,0,1
"C10163",0.351107288777303,1,0,0,0,0.023803461019161,0,0,0,0.111111333333333,0.2,0,0.129151291512915,0.087011297933478,1,0,1
"C10164",0.559855162635543,1,1,1,1,0,1,1,0.666667,0,0,1,0.808118081180812,1,0.556897759302668,0.25,1
"C10165",0.211810988039649,1,0.108779822264833,0.204388462790907,0,0.0336098790449636,0.083333,0.083333,0,0.0555553333333333,0.1,0.0487804878048781,0.0848708487084871,0.105188631553164,0.19095673999341,0,1
"C10166",0.554110233779431,1,0,0,0,0.154326752779861,0,0,0,0.277778,0.5,0,0.217712177121771,0.186441807961046,0.379882628372328,0,1
"C10167",0.812697487070378,1,0,0,0,0.354975428217302,0,0,0,0.0555553333333333,0.1,0,0.623616236162362,0.241586440374173,0.619540434613954,0,1
"C10168",0.176426898542626,1,0.239027987757661,0.0796768583761163,0.455552802672385,0,1,0.083333,1,0,0,0.658536585365854,0.0848708487084871,0.26593249777603,0.109620296283133,0,1
